figure_id	Collection	Compartment	OMEROFigurelink	image	Flybase_ID	FlyBase link	Gene	If there is RNA expression, what patterns does the RNA make?_x	If there is protein expression, what patterns does the protein make?_x	Is RNA present in NBs?_x	Is protein present in NBs?_x	Is RNA present in other cells?_x	Is protein present in other cells?_x	General comments_x	If there is RNA expression, what patterns does the RNA make?_y	If there is protein expression, what patterns does the protein make?_y	Is RNA present in NBs?_y	Is protein present in NBs?_y	Is RNA present in other cells?_y	Is protein present in other cells?_y	General comments_y	neural RNAi phenotype	GO molecular function	GO biological process	L3 CNS	3prime UTR length	GO cellular component	FlyAtlas expression
	CPTI002670				FBgn0265180	http://flybase.org/reports/FBgn0265180	CG44245																molecular_function	mesoderm development	58	356	cellular_component	Crop,Adult heart,Larval carcass,Hindgut,Male accessory glands,Adult carcass,Larvae hindgut
	CPTI000218				FBgn0265140	http://flybase.org/reports/FBgn0265140	Meltrin																identical protein binding,metalloendopeptidase activity	membrane protein ectodomain proteolysis	12	930,490	perivitelline space,integral component of membrane	Larval salivary gland,Larval carcass,Adult carcass,Brain,Adult fat body,Larval tubule,Ovary,Testis,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Tubule,S2 cells,Larval fat body,Midgut
	CPTI001259				FBgn0265140	http://flybase.org/reports/FBgn0265140	Meltrin																identical protein binding,metalloendopeptidase activity	membrane protein ectodomain proteolysis	12	930,490	perivitelline space,integral component of membrane	Larval salivary gland,Larval carcass,Adult carcass,Brain,Adult fat body,Larval tubule,Ovary,Testis,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Tubule,S2 cells,Larval fat body,Midgut
	CPTI000944				FBgn0264607	http://flybase.org/reports/FBgn0264607	CaMKII																calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,protein serine/threonine kinase activity	regulation of filopodium assembly,dopaminergic,protein phosphorylation,cellular response to starvation,learning or memory,negative regulation of lipid storage,courtship behavior,chemical synaptic transmission,male courtship behavior,neuromuscular junction development,long-term memory,peptidyl-threonine autophosphorylation,regulation of synaptic assembly at neuromuscular junction,negative regulation of cytokine production,positive regulation of synaptic transmission,regulation of ovulation	27	1990,123	cytoplasm,presynaptic active zone,dendrite,postsynaptic membrane,axon,neuron projection	Crop,Thoracicoabdominal ganglion,Head,Larval CNS,Larval carcass,S2 cells,Brain
	FTRG955				FBgn0264607	http://flybase.org/reports/FBgn0264607	CaMKII																calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,protein serine/threonine kinase activity	regulation of filopodium assembly,dopaminergic,protein phosphorylation,cellular response to starvation,learning or memory,negative regulation of lipid storage,courtship behavior,chemical synaptic transmission,male courtship behavior,neuromuscular junction development,long-term memory,peptidyl-threonine autophosphorylation,regulation of synaptic assembly at neuromuscular junction,negative regulation of cytokine production,positive regulation of synaptic transmission,regulation of ovulation	27	1990,123	cytoplasm,presynaptic active zone,dendrite,postsynaptic membrane,axon,neuron projection	Crop,Thoracicoabdominal ganglion,Head,Larval CNS,Larval carcass,S2 cells,Brain
	CPTI004479				FBgn0264442	http://flybase.org/reports/FBgn0264442	ab																DNA-binding transcription factor activity	border follicle cell migration,negative regulation of transcription by RNA polymerase II,axon choice point recognition,mushroom body development,regulation of transcription,sensory organ development,dendrite morphogenesis,DNA-templated,wing disc development,synaptic target recognition,muscle attachment,regulation of transcription by RNA polymerase II	8	1670,1398,889	nucleus	Larval carcass,Brain,Ovary,Testis,Larval trachea,Thoracicoabdominal ganglion,Larval CNS,Adult eye,S2 cells
	CPTI001427				FBgn0264078	http://flybase.org/reports/FBgn0264078	Flo2																structural molecule activity	protein localization to plasma membrane,positive regulation of filopodium assembly,cell adhesion,melanotic encapsulation of foreign target,regulation of myoblast differentiation,positive regulation of Wnt protein secretion,positive regulation of Wnt signaling pathway by establishment of Wnt protein localization to extracellular region	65	1311,425,786,1356,1719	cytosol,flotillin complex,plasma membrane,cytoplasmic vesicle,cytoplasm	Head,Larval salivary gland,Larval carcass,S2 cells,Brain,Adult fat body,Larval tubule,Larval trachea,Crop,Ovary,Larval CNS,Thoracicoabdominal ganglion,Hindgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI001053				FBgn0263997	http://flybase.org/reports/FBgn0263997	CG43740																molecular_function		4	758,254,898	nucleoplasm	Head,Larval carcass,Adult carcass,Brain,Tubule,Salivary gland,Testis,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Midgut
	CPTI001056				FBgn0263997	http://flybase.org/reports/FBgn0263997	CG43740																molecular_function		4	758,254,898	nucleoplasm	Head,Larval carcass,Adult carcass,Brain,Tubule,Salivary gland,Testis,Thoracicoabdominal ganglion,Adult heart,Larval CNS,Midgut
	CPTI001339				FBgn0263930	http://flybase.org/reports/FBgn0263930	dally																protein binding	chaeta morphogenesis,imaginal disc-derived wing vein morphogenesis,motor neuron axon guidance,compound eye development,axonogenesis,regulation of protein localization to membrane,regulation of cell cycle,wing disc pattern formation,female germ-line stem cell asymmetric division,positive regulation of smoothened signaling pathway,regulation of imaginal disc growth,epithelial cell migration,cell migration,negative regulation of semaphorin-plexin signaling pathway,wing disc development,wing disc morphogenesis,sensory organ boundary specification,chaeta development,wing disc anterior/posterior pattern formation,imaginal disc-derived leg morphogenesis,germ-line stem cell population maintenance,segment polarity determination,positive regulation of BMP signaling pathway,positive regulation of fibroblast growth factor receptor signaling pathway,open tracheal system,dendrite morphogenesis,maintenance of protein location in extracellular region,wing disc dorsal/ventral pattern formation,positive regulation of canonical Wnt signaling pathway	22	1874,835	basolateral plasma membrane,perivitelline space,apical plasma membrane,cell surface,collagen-containing extracellular matrix,anchored component of external side of plasma membrane	Virgin spermatheca,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larvae hindgut,Head,Larval salivary gland,Mated spermatheca,Salivary gland,Larval trachea,Crop,Adult heart,Larval CNS,Hindgut,Adult eye,S2 cells,Midgut
	CPTI004473				FBgn0263930	http://flybase.org/reports/FBgn0263930	dally																protein binding	chaeta morphogenesis,imaginal disc-derived wing vein morphogenesis,motor neuron axon guidance,compound eye development,axonogenesis,regulation of protein localization to membrane,regulation of cell cycle,wing disc pattern formation,female germ-line stem cell asymmetric division,positive regulation of smoothened signaling pathway,regulation of imaginal disc growth,epithelial cell migration,cell migration,negative regulation of semaphorin-plexin signaling pathway,wing disc development,wing disc morphogenesis,sensory organ boundary specification,chaeta development,wing disc anterior/posterior pattern formation,imaginal disc-derived leg morphogenesis,germ-line stem cell population maintenance,segment polarity determination,positive regulation of BMP signaling pathway,positive regulation of fibroblast growth factor receptor signaling pathway,open tracheal system,dendrite morphogenesis,maintenance of protein location in extracellular region,wing disc dorsal/ventral pattern formation,positive regulation of canonical Wnt signaling pathway	22	1874,835	basolateral plasma membrane,perivitelline space,apical plasma membrane,cell surface,collagen-containing extracellular matrix,anchored component of external side of plasma membrane	Virgin spermatheca,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larvae hindgut,Head,Larval salivary gland,Mated spermatheca,Salivary gland,Larval trachea,Crop,Adult heart,Larval CNS,Hindgut,Adult eye,S2 cells,Midgut
	CPTI003907				FBgn0263705	http://flybase.org/reports/FBgn0263705	Myo10A																microfilament motor activity,protein binding,ATP binding,actin filament binding	actin filament organization,vesicle transport along actin filament,dorsal closure,filopodium assembly,intracellular protein transport	2	579	filopodium,actin cytoskeleton,vesicle,actin-based cell projection,myosin complex,neuronal cell body,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Adult fat body,Tubule,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Larvae hindgut
	CPTI003664				FBgn0263705	http://flybase.org/reports/FBgn0263705	Myo10A																microfilament motor activity,protein binding,ATP binding,actin filament binding	actin filament organization,vesicle transport along actin filament,dorsal closure,filopodium assembly,intracellular protein transport	2	579	filopodium,actin cytoskeleton,vesicle,actin-based cell projection,myosin complex,neuronal cell body,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Adult fat body,Tubule,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Larvae hindgut
	CPTI003738				FBgn0263705	http://flybase.org/reports/FBgn0263705	Myo10A																microfilament motor activity,protein binding,ATP binding,actin filament binding	actin filament organization,vesicle transport along actin filament,dorsal closure,filopodium assembly,intracellular protein transport	2	579	filopodium,actin cytoskeleton,vesicle,actin-based cell projection,myosin complex,neuronal cell body,cytoplasm	Head,Larval carcass,Virgin spermatheca,Adult carcass,Adult fat body,Tubule,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Larvae hindgut
	CPTI002016				FBgn0263594	http://flybase.org/reports/FBgn0263594	lost																	via spliceosome,mRNA splicing,pole plasm mRNA localization,pole plasm oskar mRNA localization,anterior/posterior pattern specification,pole cell development	111	927	cytosol,catalytic step 2 spliceosome,ribonucleoprotein complex,precatalytic spliceosome,cytoplasm	Larval carcass,Virgin spermatheca,Mated spermatheca,Adult fat body,Ovary,Larval trachea,Crop,S2 cells,Larvae hindgut
	CPTI002437				FBgn0263594	http://flybase.org/reports/FBgn0263594	lost																	via spliceosome,mRNA splicing,pole plasm mRNA localization,pole plasm oskar mRNA localization,anterior/posterior pattern specification,pole cell development	111	927	cytosol,catalytic step 2 spliceosome,ribonucleoprotein complex,precatalytic spliceosome,cytoplasm	Larval carcass,Virgin spermatheca,Mated spermatheca,Adult fat body,Ovary,Larval trachea,Crop,S2 cells,Larvae hindgut
	CPTI001589				FBgn0263391	http://flybase.org/reports/FBgn0263391	hts																actin filament binding	actin filament bundle organization,female germline ring canal formation,fusome organization,actin assembly,photoreceptor cell axon guidance,adult somatic muscle development,axon guidance,cystoblast division,meiotic spindle organization,sarcomere organization,germ-line cyst formation,ovarian fusome organization,centrosome cycle,germarium-derived oocyte fate determination,testicular fusome organization,female germ-line cyst formation,oogenesis	49	342,225,1660,201,693,1357,136,311,367	fusome,germline ring canal,lateral plasma membrane,plasma membrane,actin filament,postsynaptic density,cytoskeleton,cytoplasm,female germline ring canal inner rim,spectrosome	Larval carcass,Male accessory glands,Virgin spermatheca,Brain,Larval tubule,Ovary,Thoracicoabdominal ganglion,Midgut,Larval midgut,Head,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Adult heart,Larval CNS,Hindgut,Adult eye,S2 cells,Larvae hindgut
	FTRG585				FBgn0263391	http://flybase.org/reports/FBgn0263391	hts																actin filament binding	actin filament bundle organization,female germline ring canal formation,fusome organization,actin assembly,photoreceptor cell axon guidance,adult somatic muscle development,axon guidance,cystoblast division,meiotic spindle organization,sarcomere organization,germ-line cyst formation,ovarian fusome organization,centrosome cycle,germarium-derived oocyte fate determination,testicular fusome organization,female germ-line cyst formation,oogenesis	49	342,225,1660,201,693,1357,136,311,367	fusome,germline ring canal,lateral plasma membrane,plasma membrane,actin filament,postsynaptic density,cytoskeleton,cytoplasm,female germline ring canal inner rim,spectrosome	Larval carcass,Male accessory glands,Virgin spermatheca,Brain,Larval tubule,Ovary,Thoracicoabdominal ganglion,Midgut,Larval midgut,Head,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Adult heart,Larval CNS,Hindgut,Adult eye,S2 cells,Larvae hindgut
	CPTI004007				FBgn0263346	http://flybase.org/reports/FBgn0263346	CG43427																	protein localization to cell-cell junction,morphogenesis of embryonic epithelium	16	3573,1333,860,1085,603	cell-cell junction,zonula adherens	Larval carcass,Male accessory glands,Virgin spermatheca,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larvae hindgut,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Midgut
	CPTI003445				FBgn0263346	http://flybase.org/reports/FBgn0263346	CG43427																	protein localization to cell-cell junction,morphogenesis of embryonic epithelium	16	3573,1333,860,1085,603	cell-cell junction,zonula adherens	Larval carcass,Male accessory glands,Virgin spermatheca,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larvae hindgut,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Midgut
	FTRG176				FBgn0263346	http://flybase.org/reports/FBgn0263346	CG43427																	protein localization to cell-cell junction,morphogenesis of embryonic epithelium	16	3573,1333,860,1085,603	cell-cell junction,zonula adherens	Larval carcass,Male accessory glands,Virgin spermatheca,Brain,Larval tubule,Thoracicoabdominal ganglion,Larval midgut,Larvae hindgut,Head,Larval salivary gland,Adult carcass,Mated spermatheca,Tubule,Salivary gland,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Midgut
	CPTI001515				FBgn0263231	http://flybase.org/reports/FBgn0263231	bel																RNA helicase activity,ATP binding,RNA binding	spermatogenesis,RNA interference,male germ-line stem cell population maintenance,ecdysone-mediated induction of salivary gland cell autophagic cell death,mitotic sister chromatid segregation,gamete generation,regulation of gene expression,cell differentiation,instar larval development,oogenesis	124	810,198	cytosol,neuronal cell body,nucleus,P granule,RISC complex,cytoplasm	S2 cells,Larval CNS,Ovary,Testis
